StateAb,Affiliation,DrivAge,ExposTotal,SumInsAvg
SP,1,36-45,0.16,16949.99
SP,1,36-45,15.88,68108.22
SP,1,26-35,0.97,28153.81
SP,1,36-45,12.36,11902.77
SP,1,46-55,2.71,62167.39
SP,1,36-45,1.13,44502.15
SP,0,NA,2.02,105970.68
SP,1,36-45,1.23,25835.33
SP,1,26-35,0.87,5245.02
SP,1,36-45,15.41,25532.91
SP,1,26-35,4.15,17690.77
SP,0,36-45,0.73,28198.98
SP,1,36-45,2.84,14012.58
SP,1,36-45,0.98,44715.79
SP,NA,NA,0.5,17640.4
SP,1,>55,2.59,11503.04
SP,0,36-45,0.93,37947.59
SP,1,36-45,0.5,125461.99
SP,1,26-35,0.13,136725
SP,1,36-45,2.64,12939.06
SP,1,36-45,13.16,50735.5
SP,1,26-35,9.04,56002.7
SP,1,36-45,1.15,21046.21
SP,1,26-35,2.02,60179.89
SP,1,46-55,3.07,25324.38
SP,1,46-55,20.7,64840.15
SP,0,NA,3.01,6493.53
SP,0,26-35,0.13,13700.99
SP,1,46-55,2.15,44796.69
SP,1,>55,0.47,10556
SP,1,46-55,18.21,21558.61
SP,NA,NA,0,0
SP,0,NA,13.27,28386.67
SP,1,36-45,0.5,15830.61
SP,1,36-45,0.48,23090.99
SP,1,>55,0.5,53267
SP,1,26-35,1.79,22879.8
SP,1,46-55,1.37,82523.57
SP,0,>55,0.33,73787
SP,NA,NA,0.5,6110.99
TO,1,36-45,3.08,63102.13
SP,0,>55,0.92,24110.35
SP,0,26-35,2.8,15801.81
SP,0,NA,6.57,57605.99
SP,1,36-45,0.5,11938
SP,1,36-45,0.31,7611.99
SP,0,NA,2.57,42096.39
SP,1,>55,0.5,31754.99
SP,0,NA,0.89,49702.55
SP,1,NA,0,0
SP,1,46-55,3.15,18090.84
SP,1,18-25,0.5,75657.9
SP,1,46-55,3.23,3975.46
SP,0,26-35,2.34,58684.97
SP,1,36-45,0.27,29763
SP,0,NA,0.18,60199.99
SP,1,26-35,0.5,17458
SP,1,>55,3.44,8598.94
SP,1,26-35,18.57,18377.47
SP,1,46-55,0.46,52081
SP,1,36-45,1.41,21910.54
SP,1,>55,0.42,27573
SP,1,18-25,3.52,34182.1
SP,1,26-35,0.5,4970
SP,1,36-45,12.27,25040.04
SP,1,46-55,0.5,13538
SP,1,36-45,0.5,0
TO,1,18-25,0.5,28561.99
SP,1,46-55,7.03,110124.38
SP,1,18-25,0.67,8316.07
SP,1,26-35,0.44,31511.99
SP,1,46-55,38.74,22644.68
SP,1,46-55,0.37,10428
SP,0,26-35,1.5,21085.26
SP,1,18-25,0.17,21522.99
SP,1,>55,0.44,16292.4
SP,0,NA,1.05,216722.06
SP,0,36-45,0.09,45587.79
SP,1,36-45,3.24,24986.76
SP,1,36-45,1.66,24429.45
SP,1,NA,0,0
SP,1,>55,0.5,24171.99
SP,1,36-45,8.02,97597.35
SP,1,36-45,11.38,10475.81
SP,1,>55,0.5,33230.99
SP,1,26-35,0.6,14998.5
SP,1,46-55,7.06,29125.16
SP,1,>55,0.5,50732.99
TO,1,26-35,0.5,90035.62
SP,0,NA,0.5,188589.65
SP,1,36-45,3.58,24901.29
SP,1,26-35,0.5,32159.35
SP,1,>55,48.07,9876.76
SP,NA,26-35,0,0
SP,0,36-45,1.69,38675.1
SP,1,46-55,1.37,42498.81
SP,0,>55,0.5,20975.99
SP,1,46-55,8.87,44563.49
SP,0,46-55,0.5,216514.99
SP,1,46-55,0.25,13119.1
SP,0,46-55,0.8,91504.93
SP,1,18-25,0.5,56117
SP,1,18-25,5.4,50203.77
SP,0,NA,37.15,26425.68
SP,1,46-55,0.5,26279.99
SP,1,26-35,1,19837.99
SP,1,26-35,35.5,36935.48
SP,NA,NA,0,0
SP,1,26-35,3.53,16582.19
SP,1,36-45,0.5,0
SP,0,NA,1.42,110750.85
SP,0,NA,64.96,16815.14
SP,1,26-35,2.52,30058.16
SP,1,36-45,2.48,60331.81
SP,1,26-35,0.17,76596
SP,1,46-55,0.05,47730.99
SP,1,46-55,1,71378.99
SP,0,NA,0.005479452,52447.5
SP,1,46-55,1.13,26390.76
TO,1,36-45,0.01,61746.99
SP,0,NA,0.44,38688.99
SP,1,26-35,0.5,79127.45
SP,1,26-35,2.3,6115.31
SP,1,36-45,7.14,36128.19
SP,1,36-45,32.47,41442.33
SP,1,18-25,0.5,36904
SP,0,NA,13.41,17149.3
SP,0,36-45,0.83,72805.11
SP,1,26-35,1.7,29348.26
SP,1,36-45,21.2,36983.26
SP,0,46-55,0.5,44027.99
SP,1,>55,4.6,15824.08
SP,NA,36-45,0,0
SP,1,46-55,1.36,9593.54
SP,0,36-45,1,13749.99
SP,0,46-55,0.5,118069.99
SP,1,>55,0.5,158949.84
SP,1,46-55,43.58,8216.27
SP,1,36-45,0.5,62191.57
SP,1,26-35,1.01,73775.57
SP,1,46-55,2.21,48614.91
SP,1,>55,4.01,10451.76
SP,1,36-45,1.43,11950.74
SP,1,46-55,0.5,30441
SP,1,26-35,0.19,65840
SP,1,26-35,7.04,17595.85
SP,0,46-55,0.5,22636
SP,1,26-35,0.5,7260
SP,1,36-45,1.51,15082.61
SP,1,>55,3.28,14370.69
SP,1,>55,0.02,58332.99
SP,1,26-35,60.66,14248.54
SP,1,46-55,1.51,5133.32
SP,1,26-35,0.5,11102.99
SP,1,26-35,2.77,21530.06
SP,1,36-45,33.31,30913.31
SP,1,18-25,1.87,25964.17
SP,1,18-25,0.39,50655.46
SP,1,>55,0.5,13943.99
SP,0,NA,1.81,9899.69
SP,1,>55,0.5,58050
SP,1,36-45,6.88,28393.72
SP,1,18-25,9.04,19665.31
SP,0,36-45,1.01,127800.1
SP,1,>55,1.21,48971.76
SP,1,46-55,0.008219178,53775
SP,1,46-55,0.76,74815.92
SP,1,46-55,0.75,41681.38
SP,1,26-35,0.16,38009.99
SP,1,46-55,0.06,25656
SP,1,26-35,0.22,32117
TO,1,46-55,11.87,27757.2
SP,1,46-55,0.13,67429.99
SP,1,46-55,0.7,160878.05
SP,1,26-35,16.35,47315.33
SP,1,>55,0.5,24203.99
SP,1,36-45,1.79,32211.01
SP,1,36-45,1.01,13915.95
SP,1,46-55,2.53,29623.24
SP,1,46-55,0.5,26221
SP,1,26-35,6.19,23201.67
SP,1,NA,0,0
SP,1,36-45,7.78,25382.71
SP,NA,36-45,0,0
SP,0,36-45,0.89,108282.29
SP,NA,NA,0.16,21334
SP,1,>55,1.01,12643.9
SP,NA,>55,0.07,44470
SP,0,26-35,2.24,79768.46
SP,0,NA,28.92,26843.85
SP,1,46-55,1.51,19472.36
SP,1,26-35,2,34460.86
SP,0,NA,0.62,26273
SP,1,>55,10.62,32053.81
SP,0,36-45,0.36,51966.99
SP,1,36-45,0.19,24580
SP,1,36-45,1.2,39814.35
SP,1,>55,1,17590.99
SP,1,>55,0.5,17178.37
SP,1,>55,2.52,23756.11
SP,1,46-55,22.96,13476.26
SP,NA,NA,0,0
SP,1,36-45,1.64,81699.85
SP,1,46-55,0.17,43823.99
SP,1,26-35,0.93,13128.69
SP,0,26-35,0.96,97141.67
SP,NA,NA,0.62,32258.92
SP,1,46-55,1.01,19595.48
SP,1,18-25,3.2,26752.25
SP,1,36-45,2.21,53328.13
TO,1,>55,0.69,17788.73
SP,0,>55,1.93,60059.05
SP,1,26-35,12.73,30790.21
SP,1,46-55,1.35,32400.41
SP,1,46-55,2.52,24828.8
SP,1,36-45,85.67,10816.75
SP,0,26-35,0.5,0
SP,0,18-25,0.63,207041.16
SP,1,36-45,0.24,19280.95
SP,0,NA,3.4,42586.38
SP,1,18-25,1.47,33292.95
SP,1,>55,3.49,19199.55
SP,1,26-35,1,35290.99
SP,1,36-45,0.76,64032.33
SP,1,36-45,1.47,17871.77
SP,1,26-35,3.66,33127.13
SP,0,NA,4.21,43910
SP,1,36-45,0.5,24184
SP,1,46-55,21.43,34323.88
SP,NA,26-35,0.32,57631.78
SP,0,26-35,0.23,67783.59
SP,0,NA,0.38,28464.99
SP,1,46-55,2.72,17637.08
SP,1,26-35,1,233926.5
SP,0,36-45,15.08,19547.77
SP,1,>55,0.8,44781.17
SP,1,26-35,8.93,25767.16
SP,1,46-55,2.02,88002.19
SP,1,26-35,0.36,53166.99
SP,1,26-35,0.49,5574
SP,1,18-25,9.64,24802.79
SP,1,46-55,27.35,39565.61
SP,0,NA,0.5,74560.54
SP,1,46-55,1.3,12777.18
SP,1,>55,14.5,20076.74
SP,0,NA,0.75,19175
SP,1,36-45,0.04,40650.99
SP,1,46-55,0.44,12422
SP,NA,46-55,0.33,32936
SP,1,46-55,2.52,21512.53
SP,1,36-45,0.54,2409.84
SP,1,46-55,0.002739726,18000
SP,1,36-45,0.5,17715.99
SP,1,18-25,0.002739726,28685.99
SP,1,46-55,1.43,14376.31
SP,1,36-45,5.12,42516.73
SP,1,36-45,0.35,71042.36
SP,0,NA,0.2,14741.99
SP,1,26-35,0.96,19557.57
SP,1,36-45,7.16,24270.41
SP,1,>55,2.93,55881.74
SP,1,46-55,3.93,19797.05
SP,1,>55,0.05,78000
SP,0,36-45,0.14,16264
SP,1,26-35,0.5,23327.24
SP,1,18-25,0.29,26783.99
SP,1,46-55,0.5,8050.21
SP,1,>55,0.5,9478.02
SP,1,36-45,2.33,6947.9
SP,1,18-25,0.5,37554.19
SP,0,18-25,1.26,57245.96
SP,0,NA,0.5,72642
SP,1,26-35,0.47,18444
SP,1,46-55,3.15,29667.01
SP,1,>55,1.91,14839.71
SP,1,>55,0.15,25982
SP,0,NA,0.66,10965.07
SP,1,26-35,0.71,93832.99
SP,1,>55,0.36,12045.99
SP,0,NA,0.41,32255.99
SP,1,>55,0.5,30356
SP,1,36-45,0.24,17373
SP,0,46-55,0.38,30591
SP,1,>55,0.39,88362.23
SP,1,>55,3.5,60027.36
SP,1,46-55,33,23541.49
SP,1,>55,0.19,10615.67
SP,0,36-45,0.17,15086.99
SP,NA,NA,0.33,81220
SP,1,>55,7.16,18060.09
SP,1,36-45,0.5,103361
SP,1,46-55,16.21,26320.62
SP,1,>55,1.16,82350.45
SP,1,18-25,6.51,27113.43
SP,1,>55,0.5,0
SP,0,NA,0.5,44057.03
SP,1,18-25,0.002739726,28636.99
SP,1,36-45,5.56,80524.97
SP,0,36-45,0.5,35329
SP,1,26-35,13.69,28765.44
SP,1,18-25,2,25090.18
SP,0,NA,3.83,50583.49
SP,1,36-45,0.75,66718.61
SP,1,>55,5.32,20896.62
SP,1,36-45,0.5,13525.9
SP,1,46-55,0.14,7138
TO,1,46-55,0.5,59535.99
SP,1,46-55,3.5,51687.11
SP,0,NA,0.31,48704
SP,1,>55,0.43,46338.6
SP,1,46-55,2.52,30074.99
SP,1,26-35,17.39,15040.03
SP,1,>55,4.75,43696.62
SP,1,36-45,4.43,15209.87
SP,1,26-35,0.5,21258
SP,0,46-55,0.5,11949.06
SP,1,46-55,5.05,29427.21
SP,1,>55,20.25,11505.77
SP,1,46-55,3,45769.42
SP,1,26-35,1.81,24372.72
SP,1,26-35,1.75,16763.72
SP,1,26-35,0.5,42239
SP,0,26-35,0.5,58100.74
SP,1,36-45,0.1,16288
SP,1,>55,3.96,24970.16
SP,1,18-25,0.14,24962
SP,1,18-25,1.23,25326.51
SP,1,46-55,1.66,24907.99
SP,1,>55,0.5,15089.45
SP,1,26-35,5.75,25865.88
SP,0,NA,24.43,24954.66
SP,1,46-55,2.84,18755.92
SP,1,18-25,0.5,24154
SP,1,36-45,0.38,21360
SP,1,46-55,0.81,22661.92
SP,1,36-45,0.5,73209.99
SP,0,NA,1.1,16348.94
SP,0,36-45,0.3,23868
SP,1,18-25,0.05,27917.99
SP,NA,>55,0.37,73558
SP,1,>55,0.23,23156.99
SP,1,>55,0.16,35990
SP,1,>55,1.26,34010.76
SP,0,36-45,0.12,240837.99
SP,1,26-35,0.5,43064.28
SP,1,36-45,0.5,28948
SP,1,18-25,3.92,11911.85
SP,1,36-45,0.5,16407
SP,1,46-55,1.45,20688.8
SP,0,46-55,0.26,0
SP,1,46-55,1.58,6794.03
SP,0,46-55,0.65,26662.91
SP,1,46-55,47.87,18774.27
SP,1,26-35,0.03,19336.99
SP,1,36-45,2.27,18521.53
SP,0,>55,4.26,28114.56
SP,1,36-45,1.51,89379.73
SP,1,18-25,1.46,33470.35
SP,NA,NA,0.5,27524.44
SP,0,NA,0.37,30272.99
SP,NA,18-25,0,0
SP,1,>55,1.27,28793.02
SP,NA,36-45,0.5,26941.99
SP,1,>55,3.41,52502.35
SP,1,46-55,0.5,11842.44
SP,0,NA,6.26,60382.62
SP,0,NA,2.21,30230.05
SP,1,>55,0.5,54727
SP,0,26-35,0.08,198154.27
SP,1,36-45,13.24,10578.9
SP,1,>55,1.49,13850.7
SP,0,26-35,0.5,14877
SP,1,>55,0.5,20846.99
SP,1,26-35,19.3,17803.25
SP,1,26-35,0.49,41707
SP,NA,>55,0.2,33294
SP,1,36-45,1.38,20075.52
SP,1,26-35,7.23,28298.79
SP,0,>55,0.8,79779.22
SP,1,46-55,1.63,10179.65
SP,0,NA,1.01,0
SP,1,46-55,0.5,30275.99
SP,1,>55,3.9,34107.1
SP,NA,>55,0.09,46532.99
SP,1,46-55,0.99,28534.9
SP,1,>55,0.87,23925.29
SP,1,46-55,0.5,19887.22
SP,1,>55,0.5,18334.19
SP,1,46-55,3.03,17876.19
SP,1,46-55,0.16,113056.27
SP,1,>55,7.32,15012.23
SP,1,46-55,6.33,30975.97
SP,0,26-35,0.06,77761
SP,1,46-55,13.53,42495.79
SP,1,>55,106.3,24425.12
SP,1,26-35,3.18,4618.09
SP,1,26-35,0.5,12253.99
SP,1,>55,6.06,19160.23
SP,1,>55,2.44,45600.73
SP,1,36-45,9.17,62993.76
SP,1,>55,0.37,18689
SP,1,18-25,1.86,38494.12
SP,1,18-25,4.29,25572.76
SP,0,26-35,1,15835
SP,0,36-45,0.29,52380
SP,1,36-45,0.5,9164.29
SP,1,36-45,0.5,44907.59
SP,1,>55,0.21,8460
SP,1,NA,0,0
SP,1,36-45,0.11,157015.99
SP,0,46-55,0.89,24498
SP,0,26-35,0.73,30564.27
SP,1,26-35,0.22,34897.12
SP,1,>55,0.63,11968.99
SP,1,>55,4.26,17274.04
SP,1,>55,0.82,8787.73
SP,0,NA,0.08,30797.99
SP,1,46-55,6.56,30888.71
SP,1,36-45,1.51,20809.84
SP,1,18-25,1.33,17480.15
SP,1,>55,1,35978.99
SP,0,36-45,0.98,35234.3
SP,1,46-55,1.01,18839.31
SP,1,36-45,0.42,5306.99
SP,1,>55,0.9,123413.38
SP,1,26-35,2.13,28611.12
SP,1,>55,4.3,17650.35
SP,0,>55,0.85,37365.78
SP,NA,46-55,0.62,56745.93
TO,1,26-35,0.23,90418.2
SP,1,36-45,0.5,5896
SP,1,36-45,0.24,47608.99
SP,1,26-35,0.48,25203.99
SP,1,46-55,0.5,60369.99
SP,1,46-55,1.74,23176.15
SP,1,18-25,0.64,27522.37
SP,0,NA,0.5,48289.39
SP,1,36-45,4.28,84796.32
SP,0,NA,1.19,1485.09
SP,1,36-45,0.9,46648.06
SP,NA,NA,0.52,34721.35
SP,1,26-35,0.46,35805.13
SP,1,>55,0.5,28983.99
SP,0,36-45,0.29,45990.69
SP,1,26-35,11.5,23203.53
SP,0,36-45,8.66,32839.05
SP,1,26-35,3.03,29144.48
TO,0,NA,1.51,147825.13
SP,1,46-55,0.5,14001.99
SP,1,36-45,1.01,58476.58
SP,0,>55,1.52,83671
SP,1,46-55,81.14,22060.9
SP,1,36-45,12.95,37313.33
SP,0,46-55,0.06,56732
SP,1,NA,0,0
SP,0,46-55,2.52,83017.52
SP,1,18-25,1.34,24043.1
SP,1,36-45,0.5,19089.86
SP,1,46-55,55.53,32835.8
SP,1,26-35,0.26,50398.99
SP,0,36-45,0.76,101171.07
SP,0,46-55,3.1,31967.27
SP,1,26-35,0.58,33965.36
SP,1,18-25,0.35,23345
SP,NA,>55,0.43,86412.99
SP,1,>55,3.03,51002.19
SP,0,36-45,2.01,42266.74
SP,1,46-55,11.03,32683.34
SP,1,46-55,0.15,22090.99
SP,1,>55,6.2,36812.22
SP,1,>55,0.08,63897.99
SP,NA,NA,0,0
SP,1,46-55,0.66,28995.16
SP,1,18-25,0.26,15699.99
SP,1,36-45,68.07,17233.8
SP,NA,NA,1.51,0
SP,1,46-55,0.38,67267.49
SP,1,36-45,4.31,38242.69
SP,1,36-45,0.2,14000
SP,0,NA,3.78,18512.96
SP,1,>55,13.28,18752.56
SP,0,NA,0.5,0
SP,1,46-55,1.01,13764.36
SP,1,NA,0,0
SP,1,26-35,2.07,28402.16
SP,1,26-35,29.79,9133.25
SP,0,NA,0.5,36117
SP,1,36-45,0,0
TO,0,NA,0.28,22457.88
SP,1,>55,1.56,14854.69
SP,1,36-45,0.5,53585.99
SP,1,18-25,0.54,22493.14
SP,0,26-35,1.01,108659.57
SP,0,26-35,0.23,21838
SP,0,>55,0.5,40618.99
SP,1,46-55,0.21,8493
SP,1,>55,1.34,19218.21
SP,0,18-25,1.5,15930.65
SP,0,NA,0.42,9751
SP,1,>55,3.5,36606.14
TO,1,46-55,0.99,39777.47
SP,1,36-45,0.5,7804.83
SP,0,>55,1,29309.99
SP,1,46-55,0.5,4631.99
SP,1,>55,37.32,42194.86
SP,1,26-35,2.16,9414.96
SP,1,46-55,10.97,37588.24
SP,1,>55,0.5,87746.99
SP,0,NA,23.26,30211.73
SP,1,>55,0.99,29062.47
SP,NA,26-35,0,0
SP,0,26-35,0.5,137029.99
SP,1,>55,0.2,30631
SP,NA,NA,0.2,30998.99
SP,1,18-25,0.87,41157.77
SP,1,>55,0.5,38345
SP,1,46-55,1.3,18831.59
SP,0,NA,0.46,108502.68
SP,1,>55,9.59,31309.74
SP,1,36-45,7.2,35341.4
SP,1,46-55,0.42,14989.99
TO,1,36-45,3.91,30263.11
SP,0,NA,0.5,0
SP,1,18-25,5.2,46662.66
SP,0,26-35,3.86,22377.22
SP,NA,NA,0.5,37130.67
SP,1,>55,0.5,135218.99
SP,1,26-35,10.06,31255.34
SP,NA,NA,0.5,49509.67
TO,1,>55,0.96,25056.59
SP,1,36-45,3.08,28943.46
SP,NA,NA,0,0
SP,1,26-35,1.38,43783.02
SP,1,>55,4.39,60932.09
SP,1,>55,0.84,36280.97
SP,1,18-25,1.44,33363.72
SP,1,26-35,0.43,19076
SP,1,36-45,1.9,39905.89
SP,1,36-45,4.02,41700.73
SP,1,>55,1.03,45897.97
SP,1,>55,2.93,50829.23
SP,1,>55,0.33,25944
SP,1,36-45,24.8,47649.46
SP,1,>55,1.27,66598.94
SP,0,NA,0.5,0
SP,1,26-35,0,0
SP,NA,NA,0,0
SP,1,26-35,0.07,35984.99
SP,1,18-25,0.13,27455
SP,1,>55,2.66,209723.85
SP,1,36-45,1.61,17173.97
SP,1,>55,0.29,81176
SP,0,36-45,2.96,18810.42
SP,0,NA,3.74,47363.92
SP,1,46-55,0.44,0
SP,1,36-45,0.27,127105
SP,1,36-45,0,0
SP,1,>55,1,31828.5
SP,1,46-55,12.45,24839.75
SP,1,26-35,4.64,28214.98
SP,1,36-45,31.93,30230.83
SP,1,36-45,9.53,54184.75
SP,0,36-45,0.79,41965.5
SP,1,>55,7.57,22662.84
SP,1,26-35,0.09,27914
SP,1,36-45,0.99,22764.39
SP,1,26-35,0.49,35113
SP,NA,NA,0,0
SP,1,46-55,43.53,15018.29
SP,0,NA,8.64,42961.72
SP,1,26-35,0.5,5012.08
SP,1,26-35,1,34610.5
SP,1,26-35,0.5,42064
SP,1,36-45,0.5,24659.82
SP,1,>55,0.78,52751.58
SP,0,NA,0.3,29742.99
SP,1,18-25,38.33,26524.45
SP,1,26-35,7.16,7208.88
SP,1,36-45,1.01,177841.71
SP,1,36-45,0.25,16481.99
SP,1,46-55,0.5,33686.17
SP,1,46-55,4.41,34039.51
SP,1,>55,0.46,126352.99
SP,1,36-45,1.19,23449.62
SP,NA,NA,0,0
SP,NA,26-35,0.91,53101.61
SP,1,>55,2.58,25453.89
SP,1,26-35,0.5,32600.36
SP,0,>55,0.5,0
SP,1,>55,3.54,39291.97
SP,1,46-55,7.29,11942.17
SP,0,NA,2.37,47408.39
SP,1,26-35,0,0
SP,1,>55,1.11,29457.84
SP,1,26-35,0.47,62190.99
SP,0,26-35,0.27,28210
SP,1,36-45,2.64,15830.67
SP,NA,>55,0.35,129020
SP,1,26-35,0.5,3123.93
SP,1,36-45,1.51,36807.66
SP,1,46-55,4.79,8645.44
SP,1,>55,0.5,46282
SP,1,>55,5.96,5376.17
SP,0,NA,0.5,0
SP,1,>55,0.33,133033.17
SP,1,36-45,1.55,31839.51
SP,1,26-35,25.92,39463.45
SP,1,46-55,157.4,34003.28
SP,1,26-35,0.09,16622
SP,0,26-35,0.5,56570
SP,1,46-55,0.75,14168.66
SP,0,NA,0.5,14483
SP,0,NA,0.5,66130
SP,0,NA,0.5,92139
SP,0,46-55,0.5,15733.99
SP,1,46-55,0.5,32963.99
SP,1,>55,5.36,50412.86
SP,1,>55,1.14,58790.1
SP,1,46-55,7.44,10897.52
SP,1,36-45,0.27,22731
SP,0,46-55,1.1,56873.29
SP,1,>55,1.32,7236.77
SP,NA,36-45,0.48,85992.21
SP,1,26-35,2.98,42447.9
TO,NA,NA,0,0
SP,1,46-55,0.2,29222
SP,1,26-35,24.19,16447.6
SP,1,18-25,1.75,39693.76
SP,0,>55,0.5,35297.99
SP,1,26-35,0.57,48058.35
SP,1,>55,1.43,37905.78
SP,1,NA,0,0
SP,1,36-45,1.24,135476.91
SP,1,36-45,0.5,26560
SP,1,26-35,0.02,63876.99
SP,1,36-45,2.26,23597.07
SP,0,36-45,1.97,32437.93
TO,0,NA,0.5,81064.99
SP,1,46-55,7.52,32386.74
SP,0,18-25,0.58,21118.03
SP,1,18-25,6.78,16670.43
SP,1,>55,0.5,149577.62
SP,0,36-45,0.5,46870.99
SP,0,46-55,0.34,21492.56
SP,1,26-35,15.01,28238.5
SP,1,26-35,0.5,15774.99
SP,0,46-55,5.36,74424.05
SP,0,NA,0.5,0
SP,1,26-35,0.93,39639.98
SP,1,46-55,4.04,17486.23
SP,1,>55,31.92,45805.68
SP,1,46-55,1.24,20731.58
SP,1,>55,7.12,25637.18
SP,1,36-45,1.9,9846.04
SP,1,46-55,0.5,66446.99
SP,1,26-35,5.89,38871.69
SP,1,>55,2.46,4264.2
SP,1,26-35,0.56,21944.61
SP,NA,NA,0.21,64495.46
SP,1,26-35,0.07,148101
SP,0,NA,1.39,30586.11
SP,1,>55,0.5,15317
SP,1,18-25,0.6,33471.57
SP,NA,NA,0,0
SP,1,46-55,0.36,33692.99
SP,1,>55,4.03,10020.72
SP,1,46-55,1,283001.01
SP,0,NA,0.02,0
SP,1,>55,5.82,42206.09
SP,0,>55,0.5,14980.04
SP,1,26-35,2.17,50058.52
SP,NA,>55,0.27,61601
SP,1,18-25,0.4,29631.99
SP,1,>55,1,26763.99
SP,1,36-45,11.86,32281.96
SP,NA,>55,1.01,22740.35
SP,0,NA,0.5,16163
SP,1,18-25,0.26,22751
SP,NA,>55,0.09,14312.99
SP,1,26-35,44.5,52581.69
SP,1,36-45,0.5,41568.7
SP,NA,46-55,0,0
SP,0,36-45,4.07,20578.91
SP,1,18-25,30.04,36540.52
SP,1,26-35,0.84,61653.65
SP,0,NA,9.08,23812.95
SP,1,26-35,1.66,38308.88
SP,1,46-55,28.59,24062
SP,NA,18-25,0,0
SP,1,26-35,30.23,17446.61
SP,1,36-45,9.62,20908.23
SP,1,36-45,3.76,6942.91
SP,1,36-45,11.04,31475.31
SP,NA,NA,0,0
SP,0,26-35,2.01,34780.74
SP,NA,NA,0,0
SP,1,46-55,0.12,40019.99
SP,1,36-45,1.74,17766.25
SP,1,46-55,2.01,34946.94
SP,1,46-55,0.47,22520.01
SP,1,36-45,0.17,128950
SP,0,>55,0.5,34430.51
SP,0,>55,0.5,18596
SP,1,36-45,5.75,28309.39
SP,1,>55,3.63,69029.13
SP,1,>55,5.55,24369.91
SP,1,46-55,4.47,16424.73
TO,1,26-35,0.93,112863.85
SP,NA,46-55,0.5,75963
TO,0,NA,0.33,42338
SP,NA,36-45,1.01,30544.51
SP,0,>55,4.13,82711.01
SP,1,26-35,1.85,158455.22
SP,NA,>55,0.5,19707.45
SP,1,46-55,0.29,33017
SP,0,NA,0.33,360285.01
SP,1,46-55,0.26,56119.5
SP,1,46-55,0.5,24376
SP,1,>55,1.01,10569.72
SP,1,>55,1.35,16809.85
SP,0,46-55,0.5,47881.99
SP,1,46-55,0.5,0
SP,0,26-35,0.5,28148.03
SP,1,36-45,5.7,20221.99
SP,0,>55,0.5,58849.99
SP,1,36-45,0.89,40973.1
SP,1,>55,2.32,31367.04
SP,1,36-45,0.5,21466.99
SP,1,46-55,0.2,21109
SP,NA,NA,0.5,9335.73
SP,1,>55,0.21,22342.99
SP,1,>55,0.5,22808.12
SP,1,36-45,0.5,26637.64
SP,0,>55,0.5,130222
SP,1,26-35,1.56,19617.4
SP,1,46-55,5.1,32541.58
SP,1,18-25,0.25,16319
SP,0,46-55,1.04,33982.65
SP,0,46-55,0.5,22206.99
SP,1,46-55,1.03,34363.69
SP,1,>55,1.95,11712.77
SP,1,36-45,0.3,100439.99
SP,1,46-55,0.93,0
SP,1,36-45,3,13818.07
SP,1,18-25,1,24353.5
TO,1,46-55,0.61,22470.41
SP,1,26-35,4.06,41380.34
SP,1,36-45,4.66,26275.41
SP,1,26-35,1.51,29431.97
SP,1,>55,15.71,16417.81
SP,1,26-35,11.6,99298.28
SP,1,>55,14.9,21614.58
SP,1,36-45,47.16,23990.99
SP,1,36-45,23.19,24778.82
SP,1,46-55,1.51,19779
SP,1,26-35,1,16151
SP,1,46-55,0.5,44871
SP,NA,26-35,1.01,43649.25
SP,1,46-55,3.83,16283.66
SP,1,46-55,0.14,23041
SP,1,36-45,0.5,41289.99
SP,1,NA,0,0
SP,1,18-25,0.1,94019.99
SP,0,36-45,8.74,66765.59
SP,1,18-25,0.16,29092.99
SP,NA,36-45,0.5,34489.24
SP,1,36-45,216.02,28938.38
SP,1,26-35,2.01,28788.69
SP,NA,NA,0,0
SP,1,>55,0.01,43365
SP,1,26-35,0.83,62039.86
SP,NA,>55,0.5,25703.25
SP,1,26-35,0.5,32527.99
SP,1,26-35,35.35,37299.33
SP,0,NA,1.73,89120.43
SP,1,>55,0.5,31702.99
SP,1,46-55,0.5,25689.86
SP,1,>55,0.5,22358.44
SP,1,46-55,7.6,25271.34
SP,NA,26-35,0.13,21112.4
SP,0,36-45,0.5,54238
SP,1,46-55,0.5,15699.99
SP,1,46-55,0.1,0
SP,1,>55,2.88,105414.82
SP,1,36-45,2.95,30316.31
SP,NA,NA,0,0
TO,1,36-45,1,72968.5
SP,1,36-45,0.5,29169
SP,NA,46-55,0.03,24704
SP,1,18-25,0,0
SP,1,46-55,0.5,23126
SP,1,46-55,0.56,42029.25
SP,1,36-45,0.18,90903.99
SP,1,46-55,2.61,21955.87
SP,0,NA,1,103115.5
SP,1,26-35,12.07,20670.99
SP,1,>55,9.7,15222.15
SP,0,NA,0.5,66043.05
SP,1,>55,0.7,36411.99
SP,1,36-45,0.9,4579.07
SP,1,36-45,0.05,61899.99
SP,1,26-35,0.34,58379.99
SP,0,NA,0.03,31157
SP,0,46-55,19.87,68295.74
SP,0,46-55,0.34,79165.99
SP,1,26-35,0.5,8992.67
SP,0,>55,0.5,25356
SP,1,46-55,0.5,11052
SP,0,NA,0.5,4499.99
SP,0,NA,2.91,255474
SP,1,46-55,0.5,30007.17
SP,1,46-55,15.11,27176.3
SP,1,18-25,2.68,61252.58
SP,1,26-35,1.16,128895.89
SP,1,36-45,1.61,28228.46
SP,1,46-55,2.02,105027.14
